ENGINE_POWER,VEHICLE_ID,ENGINE_COOLANT_TEMP,ENGINE_LOAD,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,AIR_INTAKE_TEMP,THROTTLE_POS,TROUBLE_CODES,TIMING_ADVANCE
1.4,car1,90.0,16.10,2050.0,25.0,36.0,25,NO_ERROR,51.4
1.4,car1,91.0,16.10,1732.0,26.0,36.0,23,NO_ERROR,48.6
1.4,car1,91.0,17.30,1252.0,31.0,37.0,22,NO_ERROR,54.1
1.4,car1,91.0,31.80,1649.0,52.0,37.0,30,NO_ERROR,71.0
1.4,car1,92.0,18.40,1822.0,25.0,37.0,26,NO_ERROR,76.9
1.4,car1,93.0,37.30,1696.0,26.0,36.0,31,NO_ERROR,70.2
1.4,car1,93.0,27.50,1989.0,47.0,36.0,29,NO_ERROR,75.7
1.4,car1,94.0,16.10,2400.0,26.0,36.0,26,NO_ERROR,79.6
1.4,car1,94.0,15.70,2350.0,46.0,35.0,26,NO_ERROR,70.6
1.4,car1,93.0,27.10,1660.0,26.0,36.0,26,NO_ERROR,72.9
1.4,car1,92.0,57.30,1482.0,36.0,35.0,35,NO_ERROR,62.4
1.4,car1,91.0,20.80,1332.0,45.0,36.0,24,NO_ERROR,62.7
1.4,car1,90.0,36.10,989.0,50.0,36.0,26,NO_ERROR,58.0
1.4,car1,89.0,31.80,1005.0,49.0,37.0,25,NO_ERROR,55.3
1.4,car1,89.0,32.90,1006.0,50.0,38.0,25,NO_ERROR,57.3
1.4,car1,88.0,32.20,1007.0,32.0,40.0,29,NO_ERROR,57.3
1.4,car1,88.0,56.10,2241.0,77.0,42.0,35,NO_ERROR,66.3
1.4,car1,88.0,17.60,1614.0,26.0,42.0,26,NO_ERROR,74.5
1.4,car1,88.0,25.90,1132.0,42.0,41.0,24,NO_ERROR,60.0
1.4,car1,87.0,31.80,1055.0,48.0,42.0,25,NO_ERROR,53.3
1.4,car1,87.0,52.20,1009.0,60.0,43.0,31,NO_ERROR,52.9
1.4,car1,86.0,40.40,1581.0,40.0,44.0,31,NO_ERROR,67.8
1.4,car1,86.0,42.40,1392.0,42.0,44.0,29,NO_ERROR,63.5
1.4,car1,86.0,29.80,1835.0,25.0,46.0,29,NO_ERROR,74.1
1.4,car1,85.0,26.30,1146.0,47.0,45.0,24,NO_ERROR,60.0
1.4,car1,85.0,50.60,1129.0,41.0,46.0,30,NO_ERROR,64.3
1.4,car1,84.0,29.40,1102.0,43.0,47.0,25,NO_ERROR,59.2
1.4,car1,84.0,27.10,1108.0,50.0,48.0,25,NO_ERROR,58.0
1.4,car1,84.0,31.40,1012.0,46.0,48.0,25,NO_ERROR,57.3
1.4,car1,84.0,31.00,1010.0,46.0,49.0,25,NO_ERROR,55.7
1.4,car1,84.0,31.40,1003.0,47.0,50.0,25,NO_ERROR,59.2
1.4,car1,84.0,31.80,1040.0,57.0,51.0,28,NO_ERROR,56.1
1.4,car1,84.0,45.50,891.0,65.0,51.0,25,NO_ERROR,65.5
1.4,car1,84.0,40.80,1049.0,52.0,53.0,45,NO_ERROR,51.8
1.4,car1,84.0,32.90,963.0,50.0,54.0,26,NO_ERROR,64.7
1.4,car1,86.0,33.30,1094.0,69.0,54.0,29,NO_ERROR,54.1
1.4,car1,85.0,37.60,1917.0,99.0,54.0,31,NO_ERROR,70.2
1.4,car1,84.0,58.80,2730.0,73.0,52.0,84,NO_ERROR,61.2
1.4,car1,83.0,37.30,1923.0,47.0,50.0,31,NO_ERROR,71.4
1.4,car1,83.0,16.90,1489.0,41.0,50.0,23,NO_ERROR,71.0
1.4,car1,82.0,56.50,1708.0,65.0,48.0,34,NO_ERROR,63.9
1.4,car1,82.0,22.00,1133.0,42.0,48.0,24,NO_ERROR,73.3
1.4,car1,82.0,29.40,1081.0,68.0,48.0,25,NO_ERROR,60.0
1.4,car1,81.0,34.90,1345.0,73.0,49.0,28,NO_ERROR,65.9
1.4,car1,81.0,26.30,1991.0,35.0,48.0,29,NO_ERROR,74.1
1.4,car1,81.0,23.50,1182.0,38.0,48.0,24,NO_ERROR,65.5
1.4,car1,82.0,30.60,1009.0,100.0,48.0,24,NO_ERROR,56.1
1.4,car1,80.0,66.30,1357.0,59.0,49.0,37,NO_ERROR,52.5
1.4,car1,80.0,22.00,1164.0,66.0,48.0,24,NO_ERROR,68.2
1.4,car1,81.0,32.50,1046.0,59.0,49.0,26,NO_ERROR,58.4
1.4,car1,81.0,25.50,1135.0,44.0,49.0,24,NO_ERROR,66.3
1.4,car1,80.0,29.80,997.0,45.0,50.0,24,NO_ERROR,57.6
1.4,car1,80.0,31.80,1003.0,46.0,51.0,25,NO_ERROR,59.2
1.4,car1,80.0,31.00,1004.0,49.0,51.0,25,NO_ERROR,56.9
1.4,car1,80.0,30.60,992.0,48.0,52.0,25,NO_ERROR,56.1
1.4,car1,80.0,31.00,1012.0,49.0,53.0,25,NO_ERROR,55.3
1.4,car1,81.0,31.40,989.0,47.0,54.0,25,NO_ERROR,56.1
1.4,car1,81.0,34.50,1027.0,48.0,54.0,25,NO_ERROR,54.1
1.4,car1,81.0,31.40,1006.0,47.0,55.0,25,NO_ERROR,56.5
1.4,car1,81.0,41.60,1174.0,47.0,56.0,27,NO_ERROR,58.0
1.4,car1,81.0,38.80,1396.0,61.0,57.0,29,NO_ERROR,63.1
1.4,car1,81.0,26.30,1580.0,38.0,57.0,25,NO_ERROR,71.0
1.4,car1,82.0,36.50,1342.0,32.0,57.0,29,NO_ERROR,65.1
1.4,car1,82.0,29.00,1534.0,43.0,57.0,28,NO_ERROR,71.8
1.4,car1,82.0,17.30,1356.0,49.0,57.0,23,NO_ERROR,72.9
1.4,car1,82.0,24.70,1701.0,36.0,57.0,27,NO_ERROR,73.3
1.4,car1,82.0,23.50,1157.0,59.0,57.0,24,NO_ERROR,68.2
1.4,car1,81.0,33.70,1048.0,44.0,57.0,26,NO_ERROR,57.6
1.4,car1,81.0,42.00,1041.0,45.0,57.0,28,NO_ERROR,57.6
1.4,car1,81.0,26.30,1237.0,42.0,58.0,25,NO_ERROR,64.7
1.4,car1,80.0,29.40,1130.0,51.0,58.0,28,NO_ERROR,65.9
1.4,car1,80.0,26.70,1139.0,41.0,58.0,24,NO_ERROR,63.5
1.4,car1,54.0,26.30,1171.0,43.0,37.0,28,NO_ERROR,63.5
1.4,car1,55.0,27.50,1147.0,42.0,37.0,26,NO_ERROR,60.8
1.4,car1,56.0,33.30,1041.0,45.0,37.0,25,NO_ERROR,51.8
1.4,car1,57.0,45.10,1106.0,41.0,37.0,30,NO_ERROR,63.9
1.4,car1,57.0,20.40,1354.0,56.0,37.0,28,NO_ERROR,74.9
1.4,car1,58.0,20.40,1289.0,40.0,37.0,24,NO_ERROR,69.8
1.4,car1,59.0,25.10,1208.0,60.0,37.0,24,NO_ERROR,62.4
1.4,car1,60.0,22.70,1226.0,58.0,37.0,24,NO_ERROR,71.8
1.4,car1,62.0,16.10,2320.0,39.0,38.0,25,NO_ERROR,65.5
1.4,car1,63.0,54.10,1803.0,27.0,38.0,32,NO_ERROR,53.7
1.4,car1,64.0,53.70,2422.0,79.0,37.0,35,NO_ERROR,67.1
1.4,car1,66.0,16.10,2373.0,24.0,37.0,26,NO_ERROR,50.6
1.4,car1,67.0,20.40,1354.0,35.0,37.0,23,NO_ERROR,63.9
1.4,car1,68.0,22.00,1226.0,38.0,37.0,24,NO_ERROR,70.6
1.4,car1,68.0,25.90,1157.0,47.0,37.0,24,NO_ERROR,64.7
1.4,car1,69.0,29.80,1017.0,47.0,37.0,24,NO_ERROR,57.3
1.4,car1,69.0,29.80,1008.0,47.0,37.0,24,NO_ERROR,56.5
1.4,car1,69.0,29.80,998.0,46.0,38.0,24,NO_ERROR,56.5
1.4,car1,70.0,29.40,1013.0,44.0,38.0,24,NO_ERROR,58.0
1.4,car1,70.0,43.50,1106.0,45.0,38.0,29,NO_ERROR,56.9
1.4,car1,71.0,31.80,1231.0,38.0,38.0,27,NO_ERROR,69.8
1.4,car1,72.0,53.70,2131.0,51.0,38.0,35,NO_ERROR,67.5
1.4,car1,73.0,29.00,1978.0,37.0,38.0,29,NO_ERROR,72.2
1.4,car1,75.0,18.40,2256.0,25.0,38.0,27,NO_ERROR,78.0
1.4,car1,76.0,18.80,1395.0,32.0,38.0,23,NO_ERROR,68.6
1.4,car1,76.0,20.40,1298.0,33.0,38.0,23,NO_ERROR,71.8
1.4,car1,77.0,18.00,1148.0,57.0,38.0,22,NO_ERROR,65.1
1.4,car1,77.0,60.80,1217.0,38.0,37.0,31,NO_ERROR,55.3
1.4,car1,78.0,25.50,1275.0,27.0,37.0,25,NO_ERROR,68.6
1.4,car1,79.0,32.50,1443.0,54.0,36.0,29,NO_ERROR,69.8
1.4,car1,79.0,39.20,1506.0,31.0,36.0,30,NO_ERROR,68.6
1.4,car1,80.0,23.10,1362.0,28.0,36.0,25,NO_ERROR,71.8
1.4,car1,80.0,18.80,1098.0,31.0,36.0,22,NO_ERROR,64.3
1.4,car1,81.0,42.00,1603.0,39.0,36.0,33,NO_ERROR,67.8
1.4,car1,82.0,71.00,1898.0,76.0,34.0,53,NO_ERROR,61.2
1.4,car1,84.0,53.30,2358.0,67.0,34.0,35,NO_ERROR,69.0
1.4,car1,85.0,49.00,2571.0,25.0,34.0,35,NO_ERROR,68.2
1.4,car1,86.0,15.30,1382.0,29.0,34.0,22,NO_ERROR,56.9
1.4,car1,87.0,16.90,1180.0,29.0,35.0,21,NO_ERROR,64.7
1.4,car1,85.0,16.50,1260.0,25.0,35.0,21,NO_ERROR,59.2
1.4,car1,79.0,15.70,1454.0,26.0,35.0,22,NO_ERROR,55.7
1.4,car1,75.0,17.30,1285.0,25.0,34.0,22,NO_ERROR,57.3
1.4,car1,76.0,16.10,1360.0,31.0,34.0,22,NO_ERROR,55.3
1.4,car1,78.0,21.20,1008.0,34.0,34.0,22,NO_ERROR,58.4
1.4,car1,78.0,20.40,1007.0,34.0,34.0,21,NO_ERROR,60.0
1.4,car1,79.0,20.80,1014.0,43.0,34.0,22,NO_ERROR,58.4
1.4,car1,79.0,58.80,1509.0,57.0,33.0,34,NO_ERROR,65.5
1.4,car1,81.0,54.50,1992.0,70.0,33.0,34,NO_ERROR,66.3
1.4,car1,82.0,16.10,2028.0,64.0,33.0,24,NO_ERROR,59.6
1.4,car1,82.0,28.60,1807.0,42.0,33.0,30,NO_ERROR,75.7
1.4,car1,81.0,27.10,1729.0,39.0,33.0,28,NO_ERROR,74.1
1.4,car1,80.0,25.50,1677.0,40.0,33.0,28,NO_ERROR,71.8
1.4,car1,80.0,25.90,1663.0,39.0,33.0,28,NO_ERROR,71.4
1.4,car1,80.0,27.50,1663.0,26.0,33.0,28,NO_ERROR,71.0
1.4,car1,80.0,16.10,1492.0,26.0,33.0,22,NO_ERROR,53.7
1.4,car1,80.0,16.10,1339.0,28.0,33.0,22,NO_ERROR,56.1
1.4,car1,80.0,16.50,1276.0,24.0,33.0,22,NO_ERROR,56.9
1.4,car1,79.0,16.50,2532.0,26.0,33.0,27,NO_ERROR,51.4
1.4,car1,79.0,16.10,2111.0,25.0,33.0,25,NO_ERROR,50.2
1.4,car1,79.0,19.20,1069.0,36.0,33.0,21,NO_ERROR,65.9
1.4,car1,80.0,20.00,1017.0,35.0,33.0,22,NO_ERROR,57.3
1.4,car1,80.0,21.20,995.0,35.0,33.0,22,NO_ERROR,60.0
1.4,car1,80.0,21.20,1003.0,68.0,33.0,22,NO_ERROR,58.8
1.4,car1,81.0,34.10,1559.0,25.0,33.0,31,NO_ERROR,70.6
1.4,car1,81.0,25.50,1804.0,27.0,33.0,28,NO_ERROR,73.3
1.4,car1,81.0,16.10,1766.0,32.0,33.0,24,NO_ERROR,48.6
1.4,car1,82.0,18.80,1355.0,26.0,33.0,23,NO_ERROR,70.2
1.4,car1,82.0,16.50,1593.0,28.0,33.0,23,NO_ERROR,48.2
1.4,car1,83.0,18.00,1405.0,32.0,33.0,23,NO_ERROR,67.8
1.4,car1,82.0,25.90,1123.0,34.0,33.0,24,NO_ERROR,66.7
1.4,car1,82.0,23.10,1199.0,78.0,33.0,26,NO_ERROR,64.7
1.4,car1,81.0,49.00,2083.0,29.0,33.0,34,NO_ERROR,69.4
1.4,car1,81.0,16.10,1381.0,30.0,34.0,22,NO_ERROR,74.1
1.4,car1,80.0,42.40,1422.0,50.0,33.0,30,NO_ERROR,66.7
1.4,car1,80.0,16.10,1510.0,26.0,33.0,23,NO_ERROR,72.9
1.4,car1,80.0,18.00,1290.0,31.0,34.0,23,NO_ERROR,71.4
1.4,car1,80.0,18.40,1329.0,47.0,33.0,23,NO_ERROR,69.8
1.4,car1,79.0,41.60,1539.0,66.0,33.0,31,NO_ERROR,68.2
1.4,car1,79.0,47.50,1685.0,69.0,32.0,32,NO_ERROR,66.7
1.4,car1,79.0,45.90,1761.0,67.0,32.0,32,NO_ERROR,68.2
1.4,car1,79.0,44.70,1822.0,55.0,32.0,32,NO_ERROR,69.4
1.4,car1,79.0,36.10,1827.0,51.0,32.0,31,NO_ERROR,71.4
1.4,car1,79.0,35.70,1781.0,36.0,32.0,30,NO_ERROR,70.6
1.4,car1,79.0,24.70,1788.0,44.0,32.0,28,NO_ERROR,74.9
1.4,car1,79.0,40.00,1693.0,59.0,32.0,31,NO_ERROR,71.0
1.4,car1,80.0,28.20,1487.0,49.0,32.0,28,NO_ERROR,72.2
1.4,car1,80.0,32.90,1435.0,25.0,32.0,29,NO_ERROR,67.8
1.4,car1,80.0,15.30,1548.0,25.0,32.0,23,NO_ERROR,69.4
1.4,car1,80.0,16.10,1602.0,26.0,32.0,23,NO_ERROR,48.2
1.4,car1,80.0,16.90,1351.0,31.0,32.0,22,NO_ERROR,74.5
1.4,car1,80.0,19.60,1229.0,36.0,32.0,23,NO_ERROR,71.4
1.4,car1,80.0,28.20,1096.0,65.0,32.0,25,NO_ERROR,60.8
1.4,car1,80.0,37.60,1219.0,27.0,32.0,28,NO_ERROR,62.4
1.4,car1,80.0,28.60,1096.0,99.0,32.0,25,NO_ERROR,66.7
1.4,car1,80.0,68.60,1437.0,72.0,31.0,37,NO_ERROR,54.5
1.4,car1,80.0,51.00,2279.0,71.0,31.0,35,NO_ERROR,68.2
1.4,car1,80.0,49.80,2319.0,37.0,31.0,34,NO_ERROR,66.3
1.4,car1,80.0,17.60,1810.0,50.0,31.0,26,NO_ERROR,76.9
1.4,car1,80.0,17.30,1330.0,41.0,32.0,23,NO_ERROR,72.9
1.4,car1,80.0,62.00,1977.0,63.0,33.0,36,NO_ERROR,63.9
1.4,car1,81.0,16.10,2543.0,51.0,33.0,27,NO_ERROR,80.8
1.4,car1,81.0,41.60,1769.0,56.0,33.0,31,NO_ERROR,70.2
1.4,car1,81.0,16.10,1963.0,58.0,33.0,24,NO_ERROR,63.1
1.4,car1,81.0,30.60,1701.0,27.0,34.0,29,NO_ERROR,72.2
1.4,car1,81.0,16.50,1630.0,27.0,34.0,24,NO_ERROR,62.4
1.4,car1,81.0,18.80,1267.0,45.0,34.0,22,NO_ERROR,69.8
1.4,car1,81.0,46.30,1190.0,77.0,34.0,30,NO_ERROR,65.5
1.4,car1,80.0,50.60,2321.0,55.0,35.0,35,NO_ERROR,67.8
1.4,car1,80.0,35.70,3816.0,35.0,35.0,35,NO_ERROR,72.9
1.4,car1,80.0,21.20,1561.0,38.0,35.0,22,NO_ERROR,73.7
1.4,car1,81.0,28.20,1005.0,46.0,35.0,24,NO_ERROR,62.7
1.4,car1,81.0,29.00,1001.0,92.0,36.0,24,NO_ERROR,62.7
1.4,car1,82.0,42.00,2162.0,60.0,37.0,33,NO_ERROR,69.0
1.4,car1,80.0,32.90,1398.0,41.0,37.0,28,NO_ERROR,67.8
1.4,car1,80.0,35.70,1330.0,26.0,37.0,29,NO_ERROR,65.5
1.4,car1,80.0,25.90,1558.0,26.0,37.0,29,NO_ERROR,74.1
1.4,car1,80.0,22.40,1156.0,44.0,37.0,24,NO_ERROR,67.8
1.4,car1,80.0,29.00,989.0,46.0,37.0,24,NO_ERROR,57.6
1.4,car1,80.0,31.00,1037.0,45.0,38.0,25,NO_ERROR,55.7
1.4,car1,80.0,31.00,1000.0,47.0,38.0,25,NO_ERROR,54.9
1.4,car1,80.0,54.90,1628.0,69.0,40.0,31,NO_ERROR,62.0
1.4,car1,79.0,22.40,2453.0,25.0,40.0,33,NO_ERROR,79.2
1.4,car1,79.0,22.40,1688.0,40.0,39.0,26,NO_ERROR,75.7
1.4,car1,80.0,16.50,1776.0,25.0,39.0,24,NO_ERROR,61.2
1.4,car1,80.0,16.10,1670.0,25.0,39.0,23,NO_ERROR,48.2
1.4,car1,80.0,16.10,1642.0,26.0,39.0,23,NO_ERROR,64.7
1.4,car1,80.0,16.10,1602.0,28.0,39.0,23,NO_ERROR,65.5
1.4,car1,80.0,54.10,1392.0,56.0,39.0,33,NO_ERROR,66.7
1.4,car1,72.0,22.70,1092.0,47.0,43.0,26,NO_ERROR,57.3
1.4,car1,71.0,34.10,1021.0,50.0,42.0,26,NO_ERROR,56.9
