bizId,name,rating,reviewCount,formattedAddress,latitude,longitude,categories,region,city,isAd,photoUrl,businessUrl
Io7a5r8CQlpz540c_X8Z1w,BC Advance Auto Repair,4.8,655,308 N Harbor Blvd,33.7470833,-117.920575,"['Auto Repair', 'Oil Change Stations', 'Transmission Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/eiPXUFxfO9s2PYNG4dOpBQ/ls.jpg,https://www.yelp.com/biz/bc-advance-auto-repair-santa-ana?osq=Auto+Services&override_cta=Get+pricing
rMUyTGt_FW2AHUn-kfraDA,Thanh Auto Repair,4.7,578,10462 Stanford Ave,33.77759281374617,-117.950351,['Auto Repair'],California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/wK35TuWtkEHkcNrRbK6fhg/ls.jpg,https://www.yelp.com/biz/thanh-auto-repair-garden-grove?osq=Auto+Services&override_cta=Get+pricing
6H2HnzANWMBWYM-tTU2b0A,Danny's Auto Service,4.9,342,205 N Fairview St,33.747161719279426,-117.90493595330427,"['Auto Repair', 'Oil Change Stations', 'Transmission Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/HxAnrpjzkWFsJ6sGbwB3tw/ls.jpg,https://www.yelp.com/biz/dannys-auto-service-santa-ana?osq=Auto+Services&override_cta=Get+pricing
KGK9MX0nwNtfKlKh5TeVpQ,Harbor Brakes & Auto Repair,4.8,527,13692 Harbor Blvd,33.7643701,-117.9194507,"['Tires', 'Auto Repair', 'Transmission Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/E3qkt6eDl0kaH-22iPd48w/ls.jpg,https://www.yelp.com/biz/harbor-brakes-and-auto-repair-garden-grove-3?osq=Auto+Services&override_cta=Get+pricing
PDUXQEzgO2lmyRI_F5fecA,Guero's Auto Repair,4.6,37,3300 Westminster Ave,33.75958915452159,-117.91445695330464,"['Auto Repair', 'Tires', 'Auto Parts & Supplies']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/JZQ93bkKCVOnRGxxjetVpg/ls.jpg,https://www.yelp.com/biz/gueros-auto-repair-santa-ana-2?osq=Auto+Services&override_cta=Get+pricing
VICi1SOoSjKMlGQWkf1fYg,Ramos Tires & Auto Repair,4.6,203,415 N Bristol St,33.748625325404,-117.884774694611,"['Tires', 'Auto Repair', 'Oil Change Stations']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/u9r4UQKo9j3uGsQ0-arf4Q/ls.jpg,https://www.yelp.com/biz/ramos-tires-and-auto-repair-santa-ana?osq=Auto+Services&override_cta=Get+pricing
EwIXGpH83hL_vrozrwIDmQ,A&J's Auto Garage,5.0,38,1002 South Hathaway St,33.7359578,-117.8530406,['Auto Repair'],California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/QHqzpkuIuTpL0ruWOZTIcA/ls.jpg,https://www.yelp.com/biz/a-and-js-auto-garage-santa-ana?osq=Auto+Services&override_cta=Get+pricing
WsOdx3HSgrgr0zBwX7b5kg,J&C Tires & Service,4.9,92,914 S Harbor Blvd,33.7354195,-117.920596,"['Tires', 'Oil Change Stations', 'Auto Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/YcCkEvfqQoMhE6Gt6l8Lmg/ls.jpg,https://www.yelp.com/biz/j-and-c-tires-and-service-santa-ana-2?osq=Auto+Services&override_cta=Get+pricing
ae8y9O5ZpVv117Kn91SHRA,H & A Auto,4.9,184,1366 Logan Ave,33.6791885,-117.9142796,"['Auto Repair', 'Oil Change Stations', 'Transmission Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/hr1VdCBLsWwJBtK8gXVJ1Q/ls.jpg,https://www.yelp.com/biz/h-and-a-auto-costa-mesa?osq=Auto+Services&override_cta=Get+pricing
TTXj3kjFytV-yeeNGhIi6g,CAL Auto Service,5.0,128,4320 Westminster Ave,33.759536,-117.927012,"['Auto Repair', 'Oil Change Stations', 'Transmission Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/rVFxeU6WgDe76mvTPeybsQ/ls.jpg,https://www.yelp.com/biz/cal-auto-service-santa-ana?osq=Auto+Services&override_cta=Get+pricing
wiQ8t7Fij2mhGTR2874t8w,Chapman Auto Repair of Orange,4.6,981,807 W Chapman Ave,33.78812841889797,-117.8609055,"['Auto Repair', 'Smog Check Stations', 'Oil Change Stations']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/fWPIaJH4DyckeeoDDjSoIg/ls.jpg,https://www.yelp.com/biz/chapman-auto-repair-of-orange-orange-4?osq=Auto+Services&override_cta=Get+pricing
XmDTtdbtmThIYf7Nq53mlQ,Purrfect Auto Service,4.4,77,16780 Harbor Blvd,33.7202295,-117.9199949,"['Auto Repair', 'Smog Check Stations', 'Oil Change Stations']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/mXbs8-x006VeGOrR1eV6Hg/ls.jpg,https://www.yelp.com/biz/purrfect-auto-service-fountain-valley?osq=Auto+Services&override_cta=Get+pricing
Hlg3d2SkHfzqizYK4ByOzw,Beemer & Benz,4.8,324,2606 S Harbor Blvd,33.7127259,-117.920432,"['Auto Repair', 'Tires', 'Oil Change Stations']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/kRVHhAWmYs2Zjbm5wiD2aQ/ls.jpg,https://www.yelp.com/biz/beemer-and-benz-santa-ana?osq=Auto+Services&override_cta=Get+pricing
HXEKCAiY0X3kps0RN7sIJQ,Julio and Sons Auto,4.4,11,1205 W 5th St,33.7490226,-117.8831615,['Auto Repair'],California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/i0esndX655WCwj7rNFV_XQ/ls.jpg,https://www.yelp.com/biz/julio-and-sons-auto-santa-ana?osq=Auto+Services&override_cta=Get+pricing
agMG5neuJzc4bMOP5JSJDg,The Tire Center,4.2,146,100 E Dyer Rd,33.7086318,-117.8679997,"['Auto Repair', 'Oil Change Stations', 'Tires']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/cRGSJ0GH9JrMwaiTa5Ax6w/ls.jpg,https://www.yelp.com/biz/the-tire-center-santa-ana-6?osq=Auto+Services&override_cta=Get+pricing
XUrzWN1YC9FHso5VqKxy2w,Euro Car Doctor,4.8,198,3070 Main St,33.67769310520283,-117.83478909325336,"['Auto Repair', 'Oil Change Stations']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/qMRRSoDQ82WbfoWZ4MyRmQ/ls.jpg,https://www.yelp.com/biz/euro-car-doctor-irvine-2?osq=Auto+Services&override_cta=Get+pricing
Mx749E36M-1XXZOs9ZMMXw,J Sanchez Auto Repair,5.0,1,201 N Fairview St,33.746211,-117.9047382,"['Auto Repair', 'Towing', 'Transmission Repair']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/4f30aa60678e/assets/img/default_avatars/business_large_square.png,https://www.yelp.com/biz/j-sanchez-auto-repair-santa-ana?osq=Auto+Services&override_cta=Get+pricing
4ugih7E4TMqJbs9Ol6SNuQ,JC Auto Service,4.4,13,3400 W 5th St,33.748634,-117.91503,['Auto Repair'],California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/R7EorOy0c2hgeUjABUfLrw/ls.jpg,https://www.yelp.com/biz/jc-auto-service-santa-ana?osq=Auto+Services&override_cta=Get+pricing
e3XRqCCTh50kY5gOKwTW-A,Imperial Auto Service,5.0,33,3917 W Segerstrom Ave,33.709194,-117.9209183,['Auto Repair'],California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/uMm_n1cXPl2Ct23eOoWW8Q/ls.jpg,https://www.yelp.com/biz/imperial-auto-service-santa-ana?osq=Auto+Services&override_cta=Get+pricing
Ut3gHGOGyoLxYqU-vqGBwg,J & A Auto Repair,4.5,81,1506 S Lyon St,33.7281883,-117.8454751,"['Auto Repair', 'Oil Change Stations', 'Towing']",California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/AVrB7UVrJBLhAYwVPQnsWw/ls.jpg,https://www.yelp.com/biz/j-and-a-auto-repair-santa-ana?osq=Auto+Services&override_cta=Get+pricing
1MhECler_583EhjaZZCCsw,Custom Auto Service,5.0,3,302 French St,33.74729,-117.864818,['Auto Repair'],California,Santa-Ana,False,https://s3-media0.fl.yelpcdn.com/bphoto/OYk-xC3_o-R6s6Cwm47JPg/ls.jpg,https://www.yelp.com/biz/custom-auto-service-santa-ana?osq=Auto+Services&override_cta=Get+pricing
